"Prompt_ID","Test_Type","Description","Tool_Call"
"209","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image with a driver_id that does not match the face to /api/login/. Expected: The system returns a 401 error indicating a mismatch. Pass if the response is 401; fail if any other status code is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_9"",""type"":""function"",""function"":{""name"":""call_driver_login"",""arguments"":""{\""driver_id\"": \""<incorrect_driver_id>\"", \""image\"": \""<valid_face_image>\""}""}}]}"
"210","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a face image with a driver_id that matches the face to /api/login/. Expected: The system returns a 200 status with correct driver_id, driver_name, and age. Pass if the response matches the expected output; fail if it returns a 401 or 503 error.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_10"",""type"":""function"",""function"":{""name"":""call_driver_login"",""arguments"":""{\""driver_id\"": \""<correct_driver_id>\"", \""image\"": \""<valid_face_image>\""}""}}]}"
"211","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a base64-encoded face image with no detectable face to /api/login/register. Expected: The system returns a 400 error with a message indicating no valid face detected. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_11"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""Test User\"", \""age\"": 30, \""image_base64\"": \""<base64_encoded_image_with_no_face>\""}""}}]}"
"212","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST an invalid base64 string to /api/login/register. Expected: The system returns a 400 error with a message indicating invalid base64. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_12"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""Test User\"", \""age\"": 30, \""image_base64\"": \""<invalid_base64_string>\""}""}}]}"
"213","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a name and age. Expected: The system returns a 200 status with a pending_id and driver_id as null. Pass if the response matches the expected output; fail if it returns a 400 or 503 error.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_13"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""Test User\"", \""age\"": 30, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"214","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register without a name. Expected: The system returns a 400 error indicating missing name. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_14"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""\"", \""age\"": 30, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"215","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register without an age. Expected: The system returns a 200 status with a pending_id and driver_id as null. Pass if the response matches the expected output; fail if it returns a 400 or 503 error.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_15"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""Test User\"", \""age\"": null, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"216","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with an age of zero. Expected: The system returns a 400 error indicating invalid age. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_16"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""Test User\"", \""age\"": 0, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"217","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a negative age. Expected: The system returns a 400 error indicating invalid age. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_17"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""Test User\"", \""age\"": -1, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"218","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a very large age. Expected: The system returns a 400 error indicating invalid age. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_18"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""Test User\"", \""age\"": 1000, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"219","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a non-integer age. Expected: The system returns a 400 error indicating invalid age. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_19"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""Test User\"", \""age\"": \""thirty\"", \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"220","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a very long name. Expected: The system returns a 400 error indicating invalid name. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_20"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""<very_long_name>\"", \""age\"": 30, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"221","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with special characters in the name. Expected: The system returns a 400 error indicating invalid name. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_21"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""!@#$%^&*()\"", \""age\"": 30, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"222","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a name containing numbers. Expected: The system returns a 400 error indicating invalid name. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_22"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""John123\"", \""age\"": 30, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"223","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a name containing only whitespace. Expected: The system returns a 400 error indicating invalid name. Pass if the response is 400 with the correct message; fail if any other status code or message is returned., {""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_23"", ""type"": ""function"", ""function"": {""name"": ""call_register_driver"", ""arguments"": ""{\""name\"": \""   \"", \""""age\"""": 30","\""""image_base64\"""": \""""<valid_base64_encoded_image>\""""}""""}}]}"""
"224","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a name containing newline characters. Expected: The system returns a 400 error indicating invalid name. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_24"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""John\nDoe\"", \""age\"": 30, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"225","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a name containing tab characters. Expected: The system returns a 400 error indicating invalid name. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_25"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""John\tDoe\"", \""age\"": 30, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"226","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a name containing escape sequences. Expected: The system returns a 400 error indicating invalid name. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_26"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""John\\Doe\"", \""age\"": 30, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
"227","Hallucination & Fabrication Testing","Precondition: Ensure the system is running with all models loaded. Input: POST a valid face image to /api/login/register with a name containing HTML tags. Expected: The system returns a 400 error indicating invalid name. Pass if the response is 400 with the correct message; fail if any other status code or message is returned.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_27"",""type"":""function"",""function"":{""name"":""call_register_driver"",""arguments"":""{\""name\"": \""<b>John</b>\"", \""age\"": 30, \""image_base64\"": \""<valid_base64_encoded_image>\""}""}}]}"
